lat;lon;name;date;heure;temperature;point_de_rose;humidite;pression_station;variation_pression_24h;temperature_min_sol_12h;precipitations_dernieres_24h
44.534.667;-1.132;CAZAUX;26/01/2026;06:00:00Z;282.25;280.55;89;100280;720;279.15;20.0
44.431.667;-12.475;BISCARROSSE;26/01/2026;06:00:00Z;283.65;280.85;83;100120;720;NULL;20.7
44.830.667;-0.691333;BORDEAUX-MERIGNAC;26/01/2026;06:00:00Z;277.65;277.25;97;99980;750;274.75;21.2
44.172.167;0.594667;AGEN-LA GARENNE;26/01/2026;06:00:00Z;276.75;276.45;98;99800;590;277.25;10.2
44.822.833;0.524167;BERGERAC;26/01/2026;06:00:00Z;277.25;277.25;100;99980;730;276.85;7.4
44.745;1.396.667;GOURDON;26/01/2026;06:00:00Z;277.95;277.55;97;97460;540;277.55;5.4
44.028;1.376.667;MONTAUBAN;26/01/2026;06:00:00Z;279.15;277.95;92;99370;500;277.95;3.8
448.915;2.419.167;AURILLAC;26/01/2026;06:00:00Z;274.85;274.55;98;93000;310;276.45;8.2
44.410.333;24.825;RODEZ-AVEYRON;26/01/2026;06:00:00Z;275.75;275.45;98;93640;290;NULL;5.0
44.533.667;34.545;MENDE;26/01/2026;06:00:00Z;272.35;271.95;97;89540;180;273.75;4.2
441.185;30.195;MILLAU;26/01/2026;06:00:00Z;274.75;274.05;95;91990;190;NULL;5.0
44.121.333;35.815;MONT AIGOUAL;26/01/2026;06:00:00Z;269.45;268.45;93;82550;50;NULL;2.0
43.911.333;49.025;AVIGNON;26/01/2026;06:00:00Z;277.55;277.55;100;99700;80;NULL;1.2
44.537.167;4.368.167;LANAS SYN;26/01/2026;06:00:00Z;276.85;276.85;100;97080;220;277.35;0.2
44.581.167;4.733;MONTELIMAR;26/01/2026;06:00:00Z;277.85;276.65;92;99350;150;277.55;0.6
441.445;4.861;ORANGE;26/01/2026;06:00:00Z;274.55;274.55;100;99520;110;NULL;0.8
44.083.667;5.058.333;CARPENTRAS;26/01/2026;06:00:00Z;272.85;272.85;100;98930;50;NULL;1.7
44.062.167;5.989.667;ST AUBAN;26/01/2026;06:00:00Z;274.15;273.45;95;94520;-50;273.65;1.6
44.571.167;6.508.667;EMBRUN;26/01/2026;06:00:00Z;272.25;267.85;72;89890;10;NULL;0.8
44.880.333;6.640.333;VILLAR ST PANCRACE;26/01/2026;06:00:00Z;265.95;264.45;89;85210;50;NULL;0.0
433.945;-16.865;SOCOA;26/01/2026;06:00:00Z;282.55;280.85;89;100320;800;NULL;36.2
43.469.333;-1.534.333;BIARRITZ-PAYS-BASQUE;26/01/2026;06:00:00Z;284.65;281.15;79;99920;760;280.65;22.8
43.689.833;-1.07;DAX;26/01/2026;06:00:00Z;281.45;279.75;89;100310;700;278.75;24.8
43.909.833;-0.500167;MONT-DE-MARSAN;26/01/2026;06:00:00Z;281.05;280.45;96;99990;710;280.05;17.6
43.385;-0.416333;PAU-UZEIN;26/01/2026;06:00:00Z;280.55;279.45;93;98550;670;277.85;29.1
43.188;0.0;TARBES-LOURDES-PYRENEES;26/01/2026;06:00:00Z;279.85;278.15;89;96480;680;274.75;29.3
43.689;0.601167;AUCH;26/01/2026;06:00:00Z;280.15;278.95;92;99150;560;278.65;6.0
43.005.333;1.106.833;ST GIRONS;26/01/2026;06:00:00Z;279.25;277.45;88;95790;390;278.25;18.2
43.621;1.378.833;TOULOUSE-BLAGNAC;26/01/2026;06:00:00Z;278.15;278.15;100;98860;460;278.55;2.6
43.914.667;2.116.333;ALBI;26/01/2026;06:00:00Z;278.95;278.05;94;98520;340;279.35;8.6
43.215.333;22.955;CARCASSONNE;26/01/2026;06:00:00Z;279.85;278.15;89;99020;320;278.85;3.2
43.322;3.352.667;BEZIERS-VIAS;26/01/2026;06:00:00Z;277.45;275.95;90;100140;180;NULL;-0.1
43.397.333;3.692.167;SETE;26/01/2026;06:00:00Z;280.15;276.35;77;99360;190;NULL;0.8
43.576.167;3.964.667;MONTPELLIER-AEROPORT;26/01/2026;06:00:00Z;279.05;276.55;84;100160;160;276.65;1.0
43.856.833;4.406.333;NIMES-COURBESSAC;26/01/2026;06:00:00Z;277.15;276.15;93;99440;130;277.75;0.6
43.772.833;4.412.833;NIMES-GARONS;26/01/2026;06:00:00Z;276.55;276.15;97;98920;130;NULL;1.2
43.522.667;49.275;ISTRES;26/01/2026;06:00:00Z;275.45;275.05;97;99830;70;NULL;1.6
43.612.833;5.108;SALON DE PROVENCE;26/01/2026;06:00:00Z;276.15;276.05;99;99370;40;NULL;0.8
43.437;52.115;MARIGNANE;26/01/2026;06:00:00Z;275.75;275.75;100;99680;20;272.65;1.6
42.917.333;3.059.667;LEUCATE;26/01/2026;06:00:00Z;281.35;277.35;76;99830;150;NULL;0.2
431.005;6.147;HYERES;26/01/2026;06:00:00Z;276.35;274.85;90;99850;10;275.75;-0.1
43.383.167;6.386.167;LE LUC;26/01/2026;06:00:00Z;276.65;275.45;92;98930;-20;NULL;-0.1
430.325;6.469.333;ILE DU LEVANT;26/01/2026;06:00:00Z;280.35;276.25;75;98290;50;NULL;0.0
435.565;69.505;CANNES;26/01/2026;06:00:00Z;278.15;275.55;83;99780;-90;NULL;0.0
43.648.833;7.209;NICE;26/01/2026;06:00:00Z;278.95;274.05;71;99480;-120;277.35;-0.1
42.737.167;2.872.833;PERPIGNAN;26/01/2026;06:00:00Z;281.35;276.95;74;99860;190;279.15;2.4
42.516.167;3.133.667;CAP BEAR;26/01/2026;06:00:00Z;281.35;278.15;80;99380;220;NULL;-0.1
425.295;87.915;CALVI;26/01/2026;06:00:00Z;281.85;279.65;86;99120;-60;NULL;11.9
41.918;8.792.667;AJACCIO;26/01/2026;06:00:00Z;279.75;279.05;95;99830;-50;278.65;25.9
41.921.833;9.400.833;SOLENZARA;26/01/2026;06:00:00Z;280.45;277.95;84;99530;-170;281.55;4.4
41.374.833;9.178.333;CAP PERTUSATO;26/01/2026;06:00:00Z;282.75;280.15;84;98430;-110;NULL;13.3
42.259.667;95.415;ALISTRO;26/01/2026;06:00:00Z;282.65;276.15;64;98850;-150;NULL;1.2
41.505.167;9.103.667;FIGARI;26/01/2026;06:00:00Z;282.15;279.05;81;99550;-140;NULL;7.2
42.540.667;9.485.167;BASTIA;26/01/2026;06:00:00Z;280.15;277.25;82;99630;-110;280.25;2.2
-11.582.667;47.289.667;GLORIEUSES;26/01/2026;06:00:00Z;299.35;297.75;91;101130;-110;NULL;27.9
-17.054.667;42.712;JUAN DE NOVA;26/01/2026;06:00:00Z;302.65;298.65;79;100900;-60;NULL;0.8
-22.344.167;40.340.667;EUROPA;26/01/2026;06:00:00Z;303.15;295.05;62;101140;0;NULL;0.0
-15.887.667;54.520.667;TROMELIN;26/01/2026;06:00:00Z;303.85;298.45;73;101040;-80;NULL;0.4
-20.892.167;55.528.667;GILLOT-AEROPORT;26/01/2026;06:00:00Z;302.35;296.75;72;101230;-10;NULL;0.2
-37.795.167;77.569.167;NOUVELLE AMSTERDAM;26/01/2026;06:00:00Z;294.85;288.65;68;102130;-290;NULL;0.0
-464.325;51.856.667;CROZET;26/01/2026;06:00:00Z;282.65;278.45;75;99930;-100;NULL;6.4
-128.055;45.282.833;PAMANDZI;26/01/2026;06:00:00Z;301.65;298.45;83;101030;-150;NULL;25.1
46.766.333;-56.179.167;ST-PIERRE;26/01/2026;06:00:00Z;265.65;261.25;71;101930;930;273.05;0.2
16.335;-61.004;LA DESIRADE METEO;26/01/2026;06:00:00Z;299.25;294.05;73;101380;140;NULL;2.6
179.015;-62.852.167;ST-BARTHELEMY METEO;26/01/2026;06:00:00Z;297.95;293.25;75;NULL;NULL;NULL;0.2
16.264;-61.516.333;LE RAIZET AERO;26/01/2026;06:00:00Z;297.25;293.15;78;101630;110;295.75;2.8
147.745;-60.875.333;TRINITE-CARAVEL;26/01/2026;06:00:00Z;299.05;294.05;74;101210;80;NULL;NULL
14.595.333;-60.995.667;LAMENTIN-AERO;26/01/2026;06:00:00Z;297.95;293.25;75;101500;70;NULL;1.8
54.855;-54.031.667;SAINT LAURENT;26/01/2026;06:00:00Z;297.45;297.15;98;101130;60;NULL;10.0
4.822.333;-52.365.333;CAYENNE-MATOURY;26/01/2026;06:00:00Z;297.05;296.55;97;101190;160;298.35;86.1
3.890.667;-51.804.667;SAINT GEORGES;26/01/2026;06:00:00Z;296.45;NULL;NULL;101120;110;NULL;21.1
-18.48;163.086.333;SURPRISE;26/01/2026;06:00:00Z;299.95;297.25;85;100490;-70;NULL;NULL
-19.968.333;1.584.755;CHESTERFIELD;26/01/2026;06:00:00Z;301.05;292.85;61;100700;-20;NULL;NULL
-20.558.667;164.284.167;KOUMAC;26/01/2026;06:00:00Z;301.15;295.15;70;100310;-100;NULL;0.0
-20.777.667;167.241.167;OUANAHAM;26/01/2026;06:00:00Z;300.65;293.25;64;100330;-50;NULL;NULL
-22.017.333;166.222.333;LA TONTOUTA;26/01/2026;06:00:00Z;301.95;293.15;59;100590;-50;NULL;NULL
-22.276;166.452.833;NOUMEA;26/01/2026;06:00:00Z;300.95;293.55;64;99990;-40;NULL;0.0
-13.239.833;-176.194.167;HIHIFO;26/01/2026;06:00:00Z;301.75;296.85;75;100070;-70;NULL;2.6
-9.806;-139.035.667;HIVA-OA;26/01/2026;06:00:00Z;298.15;295.05;83;100750;180;NULL;0.4
-16.445.167;-151.752;BORA-BORA-MOTU-AERO;26/01/2026;06:00:00Z;298.85;296.85;89;101230;220;NULL;18.1
-17.745.667;-149.158.833;TAIARAPU-EST;26/01/2026;06:00:00Z;300.55;296.75;80;101380;180;NULL;6.7
-17.555.167;-149.614.333;FAAA;26/01/2026;06:00:00Z;299.25;294.45;75;101310;110;NULL;22.1
-14.456.833;-145.025.167;TAKAROA;26/01/2026;06:00:00Z;296.95;295.05;89;101400;210;NULL;21.2
-18.063;-140.961.167;HAO AERO;26/01/2026;06:00:00Z;300.15;294.45;71;101510;170;NULL;0.0
-23.130.167;-134.965.333;MANGAREVA;26/01/2026;06:00:00Z;297.85;294.95;84;100880;310;NULL;0.6
-27.618.333;-144.334.833;RAPA;26/01/2026;06:00:00Z;298.25;295.15;83;101950;220;NULL;0.0
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
507.325;1.599.667;BOULOGNE-SEM;26/01/2026;12:00:00Z;276.85;274.75;86;99480;930;NULL;NULL
505.145;1.622.833;LE-TOUQUET;26/01/2026;12:00:00Z;277.15;275.65;90;100080;950;278.45;-0.1
50.136;1.834;ABBEVILLE;26/01/2026;12:00:00Z;278.15;277.25;94;99440;930;275.85;0.4
51.055.833;23.395;DUNKERQUE;26/01/2026;12:00:00Z;276.25;274.95;91;100150;860;NULL;0.0
50.57;30.975;LILLE-LESQUIN;26/01/2026;12:00:00Z;276.15;274.65;90;99760;780;270.65;-0.1
49.725.167;-1.939.833;PTE DE LA HAGUE;26/01/2026;12:00:00Z;282.15;279.55;84;99920;1130;NULL;0.8
49.652.667;-14.635;GONNEVILLE;26/01/2026;12:00:00Z;280.75;279.95;95;98470;1150;278.75;1.0
49.18;-0.456167;CAEN-CARPIQUET;26/01/2026;12:00:00Z;281.75;280.05;89;99370;1140;277.95;-0.1
493.645;0.167;ST GATIEN DES B;26/01/2026;12:00:00Z;280.25;279.35;94;98530;1140;NULL;2.1
493.895;1.178.333;ROUEN-BOOS;26/01/2026;12:00:00Z;278.75;278.75;100;98370;1030;278.05;2.8
49.025;1.221.667;EVREUX-HUEST;26/01/2026;12:00:00Z;279.65;278.75;94;98620;1090;276.45;1.8
49.932.833;1.09;DIEPPE;26/01/2026;12:00:00Z;279.85;278.35;90;99720;1020;278.95;2.0
49.533;0.091667;OCTEVILLE;26/01/2026;12:00:00Z;280.25;278.75;90;99130;1140;NULL;2.9
49.090.333;20.285;PONTOISE - AERO;26/01/2026;12:00:00Z;279.85;278.45;91;99260;1020;278.55;5.0
494.465;2.127.167;BEAUVAIS-TILLE;26/01/2026;12:00:00Z;278.75;278.75;100;99110;980;277.45;0.6
49.971.833;2.703.833;MEAULTE;26/01/2026;12:00:00Z;276.85;276.85;100;98990;880;NULL;0.2
49.818.333;3.206;ST QUENTIN;26/01/2026;12:00:00Z;277.75;276.75;93;99150;810;276.25;-0.1
49.209.833;4.155.333;REIMS-PRUNAY;26/01/2026;12:00:00Z;278.95;278.05;94;99180;710;276.35;0.6
49.782.833;4.643.167;CHARLEVILLE-MEZ;26/01/2026;12:00:00Z;276.95;275.45;90;98530;600;272.75;-0.1
48.979.333;6.243.167;AEROPORT METZ-NANCY-LORRAINE;26/01/2026;12:00:00Z;277.45;276.55;94;97220;480;274.55;0.0
48.473.333;-5.057;OUESSANT-STIFF;26/01/2026;12:00:00Z;282.35;281.45;94;98760;710;NULL;0.2
48.548;-4.664.167;PLOUDALMEZEAU;26/01/2026;12:00:00Z;282.75;280.15;84;99260;820;NULL;0.0
48.532;-4.151.833;LANDIVISIAU;26/01/2026;12:00:00Z;281.65;280.75;94;98450;900;NULL;0.4
48.279.333;-4.439.333;LANVEOC;26/01/2026;12:00:00Z;282.25;281.45;95;98820;880;NULL;0.6
48.453.833;-4.391.167;BREST-GUIPAVAS;26/01/2026;12:00:00Z;282.05;281.15;94;98640;870;275.15;0.6
48.825.833;-3.473.167;PLOUMANAC'H;26/01/2026;12:00:00Z;282.85;280.25;84;99200;970;NULL;1.0
48.755.333;-3.468.667;LANNION_AERO;26/01/2026;12:00:00Z;282.15;280.15;87;98870;970;NULL;0.6
485.365;-2.853.167;ST BRIEUC;26/01/2026;12:00:00Z;281.25;279.35;88;98370;1040;276.05;0.2
48.584.833;-2.076.333;DINARD;26/01/2026;12:00:00Z;281.25;279.75;90;99300;1110;275.85;0.2
48.068.833;-1.734;RENNES-ST JACQUES;26/01/2026;12:00:00Z;281.85;279.65;86;99740;1140;276.85;0.0
48.030.667;-0.7465;LAVAL-ETRONNIER;26/01/2026;12:00:00Z;280.15;278.95;92;99070;1200;272.85;0.0
484.455;0.110167;ALENCON;26/01/2026;12:00:00Z;277.25;276.95;98;98610;1250;278.85;1.2
48.061.333;1.376.333;CHATEAUDUN;26/01/2026;12:00:00Z;279.85;278.65;92;98850;1200;272.35;0.2
484.605;1.501.167;CHARTRES;26/01/2026;12:00:00Z;281.15;278.65;84;98460;1110;276.85;0.6
48.774.333;2.009.833;TRAPPES;26/01/2026;12:00:00Z;279.45;278.05;91;98260;1060;278.55;1.6
48.750.667;21.135;TOUSSUS LE NOBLE;26/01/2026;12:00:00Z;280.05;278.55;90;98420;1060;276.05;1.6
487.725;2.204;VILLACOUBLAY;26/01/2026;12:00:00Z;279.15;277.75;91;98240;1040;276.45;0.8
48.718;2.397;ORLY;26/01/2026;12:00:00Z;279.25;277.55;89;99290;1040;NULL;1.8
48.967.333;2.427.667;LE BOURGET;26/01/2026;12:00:00Z;280.55;278.05;84;99770;1010;276.85;0.4
48.610.333;26.795;MELUN;26/01/2026;12:00:00Z;279.65;278.75;94;99280;1020;278.45;-0.1
48.821.667;2.337.833;PARIS-MONTSOURIS;26/01/2026;12:00:00Z;279.55;277.35;86;99430;1060;274.75;2.8
49.015.167;2.534.333;ROISSY;26/01/2026;12:00:00Z;280.15;277.95;86;99000;980;278.35;0.6
48.777.167;4.164.667;VATRY-AERO;26/01/2026;12:00:00Z;278.95;278.35;96;98370;780;NULL;1.4
48.324.667;4.02;TROYES-BARBEREY;26/01/2026;12:00:00Z;279.85;278.05;88;98990;870;278.25;1.0
48.631.333;4.903.667;ST-DIZIER;26/01/2026;12:00:00Z;279.45;278.25;92;98620;710;277.35;1.6
48.687.833;62.215;NANCY-ESSEY;26/01/2026;12:00:00Z;278.95;276.65;85;97770;510;274.95;0.6
48.581;5.959.833;NANCY-OCHEY;26/01/2026;12:00:00Z;278.35;277.35;93;96150;540;275.75;0.6
485.495;7.640.333;STRASBOURG-ENTZHEIM;26/01/2026;12:00:00Z;278.25;277.05;92;98470;320;273.25;-0.1
47.928.667;7.407.667;COLMAR-MEYENHEIM;26/01/2026;12:00:00Z;281.55;275.75;67;97850;460;274.55;NULL
47.973;-4.160.667;QUIMPER;26/01/2026;12:00:00Z;281.85;281.55;98;98890;960;275.05;2.2
47.652.333;-3.502.333;ILE DE GROIX;26/01/2026;12:00:00Z;283.65;281.55;87;NULL;NULL;NULL;0.0
47.762.833;-3.435.667;LORIENT-LANN BIHOUE;26/01/2026;12:00:00Z;283.15;281.55;90;99490;1040;277.15;-0.1
47.313.833;-21.545;ST NAZAIRE-MONTOIR;26/01/2026;12:00:00Z;283.15;282.65;97;100130;1050;NULL;-0.1
47.15;-1.608.833;NANTES-BOUGUENAIS;26/01/2026;12:00:00Z;281.35;280.45;94;99920;1090;275.55;0.2
47.561.833;-0.317;MARCE;26/01/2026;12:00:00Z;281.35;279.35;87;99690;1190;NULL;0.2
47.479;-0.614333;BEAUCOUZE;26/01/2026;12:00:00Z;282.35;278.85;79;99720;1170;274.85;0.0
47.945.833;0.194167;LE MANS;26/01/2026;12:00:00Z;280.05;278.55;90;99770;1300;273.75;0.0
474.445;0.727333;TOURS;26/01/2026;12:00:00Z;277.15;277.15;100;99130;1270;275.15;0.2
476.785;1.212.333;BLOIS;26/01/2026;12:00:00Z;277.75;277.65;99;98870;1260;275.25;0.0
47.319.667;16.875;ROMORANTIN;26/01/2026;12:00:00Z;278.25;277.85;97;99490;1240;270.45;0.6
47.990.667;1.778.167;ORLEANS;26/01/2026;12:00:00Z;279.85;277.65;86;98870;1200;274.95;-0.1
47.059.167;2.359.833;BOURGES;26/01/2026;12:00:00Z;280.35;278.15;86;98560;1150;275.05;0.2
47.052.167;2.642.167;AVORD;26/01/2026;12:00:00Z;279.95;278.85;93;98420;1120;NULL;0.8
46.999.333;31.145;NEVERS-MARZY;26/01/2026;12:00:00Z;280.15;277.95;86;98450;1050;277.75;0.6
47.824.667;3.549.667;AUXERRE-PERRIGNY;26/01/2026;12:00:00Z;279.85;277.15;83;98650;990;276.35;0.6
47.267.833;5.088.333;DIJON-LONGVIC;26/01/2026;12:00:00Z;280.15;277.75;85;97870;730;277.35;2.6
47.843.667;53.375;LANGRES;26/01/2026;12:00:00Z;277.85;276.85;93;94870;670;276.05;1.6
47.249;5.988.833;BESANCON;26/01/2026;12:00:00Z;278.45;276.95;90;96810;730;277.25;6.8
47.787;6.363.833;LUXEUIL;26/01/2026;12:00:00Z;279.35;277.85;90;97180;610;276.15;0.8
47.591.667;6.837;DORANS;26/01/2026;12:00:00Z;278.65;276.35;85;95660;590;274.65;3.0
47.614.333;7.51;BALE-MULHOUSE;26/01/2026;12:00:00Z;280.55;277.35;80;97150;540;276.95;0.2
46.705;-1.381.833;LA ROCHE SUR YON;26/01/2026;12:00:00Z;279.95;279.55;97;99240;1040;273.55;1.2
46.046.833;-1.411.667;CHASSIRON;26/01/2026;12:00:00Z;283.95;281.85;87;100060;990;NULL;0.8
46.178;-1.193.167;LA ROCHELLE-ILE DE RE;26/01/2026;12:00:00Z;282.85;281.25;90;100140;990;NULL;0.8
46.315.833;-0.400167;NIORT;26/01/2026;12:00:00Z;280.95;280.55;97;99690;1000;278.55;2.8
46.593.833;0.314333;POITIERS-BIARD;26/01/2026;12:00:00Z;278.65;278.65;100;99050;1170;277.05;1.2
46.869.833;1.741;CHATEAUROUX  DEOLS;26/01/2026;12:00:00Z;280.85;278.35;84;98630;1180;273.45;1.2
461.755;1.950.333;GUERET-ST LAURENT;26/01/2026;12:00:00Z;280.15;276.05;75;96230;1060;276.85;2.0
46.166.667;3.398.667;VICHY-CHARMEIL;26/01/2026;12:00:00Z;280.75;275.85;71;97620;1000;275.45;-0.1
46.408.333;40.165;ST YAN;26/01/2026;12:00:00Z;280.85;276.85;76;97710;960;NULL;0.4
462.945;4.794.333;MACON;26/01/2026;12:00:00Z;281.35;276.95;74;97990;840;276.65;0.8
47.043.833;5.427.333;TAVAUX SA;26/01/2026;12:00:00Z;279.45;277.75;89;98210;760;277.55;2.0
45.665;-0.315833;COGNAC;26/01/2026;12:00:00Z;283.75;280.65;81;100100;960;272.85;4.4
45.861.167;1.175;LIMOGES-BELLEGARDE;26/01/2026;12:00:00Z;278.25;276.55;89;95830;1070;278.05;3.2
45.146.667;1.473.333;BRIVE;26/01/2026;12:00:00Z;281.35;277.35;76;99330;990;279.95;11.1
45.036.333;1.491.667;BRIVE-SOUILLAC;26/01/2026;12:00:00Z;279.45;277.65;88;97100;940;NULL;4.6
45.786.833;3.149.333;CLERMONT-FD;26/01/2026;12:00:00Z;282.45;273.35;53;96670;1020;274.25;-0.1
450.745;3.764;LE PUY-LOUDES;26/01/2026;12:00:00Z;275.95;271.95;75;90960;820;273.45;1.0
45.545.667;4.293.833;ST ETIENNE-BOUTHEON;26/01/2026;12:00:00Z;279.85;272.85;61;95950;880;270.85;0.2
45.721.333;4.949.167;LYON-BRON;26/01/2026;12:00:00Z;282.35;276.35;66;98230;830;276.75;1.4
457.265;5.077.833;LYON-ST EXUPERY;26/01/2026;12:00:00Z;282.05;277.05;71;97780;840;NULL;1.0
459.765;5.329.333;AMBERIEU;26/01/2026;12:00:00Z;280.75;279.65;93;97650;870;277.35;2.4
45.364;5.313.333;GRENOBLE-ST GEOIRS;26/01/2026;12:00:00Z;279.85;275.55;74;96090;850;NULL;0.4
45.928.167;6.094;MEYTHET;26/01/2026;12:00:00Z;279.35;276.15;80;95260;740;NULL;6.9
45.641.333;5.878;CHAMBERY-AIX;26/01/2026;12:00:00Z;280.65;277.05;78;97860;780;275.45;5.2
45.612.667;6.763.333;BOURG ST MAURICE;26/01/2026;12:00:00Z;280.55;271.85;54;90450;590;NULL;1.0
44.534.667;-1.132;CAZAUX;26/01/2026;12:00:00Z;285.15;282.35;83;100230;720;277.35;13.9
44.431.667;-12.475;BISCARROSSE;26/01/2026;12:00:00Z;284.75;281.05;78;100040;690;NULL;NULL
44.830.667;-0.691333;BORDEAUX-MERIGNAC;26/01/2026;12:00:00Z;284.35;281.75;84;99990;860;274.75;20.4
44.172.167;0.594667;AGEN-LA GARENNE;26/01/2026;12:00:00Z;284.75;281.45;80;99860;740;277.25;6.4
44.822.833;0.524167;BERGERAC;26/01/2026;12:00:00Z;282.75;280.35;85;100050;940;276.85;4.2
44.745;1.396.667;GOURDON;26/01/2026;12:00:00Z;281.95;278.15;77;97600;840;277.55;2.6
44.028;1.376.667;MONTAUBAN;26/01/2026;12:00:00Z;283.15;279.65;79;99460;740;277.95;2.2
448.915;2.419.167;AURILLAC;26/01/2026;12:00:00Z;277.85;274.55;79;93290;840;276.25;4.8
44.410.333;24.825;RODEZ-AVEYRON;26/01/2026;12:00:00Z;278.15;274.25;76;93960;830;NULL;4.0
44.533.667;34.545;MENDE;26/01/2026;12:00:00Z;276.15;272.85;79;89890;750;273.75;3.8
441.185;30.195;MILLAU;26/01/2026;12:00:00Z;277.55;273.35;74;92340;750;NULL;4.2
44.121.333;35.815;MONT AIGOUAL;26/01/2026;12:00:00Z;269.15;268.45;95;82900;550;NULL;2.0
43.911.333;49.025;AVIGNON;26/01/2026;12:00:00Z;284.25;277.45;63;100100;550;NULL;1.2
44.537.167;4.368.167;LANAS SYN;26/01/2026;12:00:00Z;283.35;274.45;54;97460;700;276.65;0.2
44.581.167;4.733;MONTELIMAR;26/01/2026;12:00:00Z;282.95;275.75;61;99720;680;276.75;0.6
441.445;4.861;ORANGE;26/01/2026;12:00:00Z;283.95;276.75;61;99920;590;NULL;0.8
